level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3306	4678	-1	
2	1	1	0	0	0	184	338	2939	2639	-1	
3	1	1	1	0	0	163	338	2960	2639	-1	
4	1	1	1	1	0	246	338	2813	49	-1	
5	1	1	1	1	1	246	338	173	35	90.631172	Ethicfin
5	1	1	1	1	2	432	338	46	35	92.910896	Al
5	1	1	1	1	3	491	338	186	35	91.170319	Ghamdi
5	1	1	1	1	4	689	341	272	41	96.181366	Contracting
5	1	1	1	1	5	977	341	80	32	96.208412	Est.
5	1	1	1	1	6	2936	341	123	41	48.698368	مؤسمة
5	1	1	1	1	7	2883	350	38	31	93.277061	بن
5	1	1	1	1	8	2811	344	56	43	94.774277	علي
5	1	1	1	1	9	2761	350	34	32	96.175705	بن
5	1	1	1	1	10	2666	353	79	17	95.765900	سعد
5	1	1	1	1	11	2616	341	34	35	94.193024	ال
5	1	1	1	1	12	2526	353	77	34	91.802055	محي
5	1	1	1	1	13	2374	341	134	43	91.621193	الغامدي
5	1	1	1	1	14	2199	344	160	35	48.309826	للمقاولات‎
4	1	1	1	2	0	233	400	2837	34	-1	
5	1	1	1	2	1	233	401	275	32	92.086182	Al-Muzahimiyah,
5	1	1	1	2	2	519	401	110	29	91.705719	Wasila,
5	1	1	1	2	3	644	403	96	24	96.752350	19658
5	1	1	1	2	4	1728	400	24	20	52.425594	1
5	1	1	1	2	5	2606	407	102	23	16.260132	١م
5	1	1	1	2	6	2840	397	230	42	0.000000	المزاحمية»ءوسيلة
5	1	1	1	2	7	2738	397	92	42	3.239983	»العام‎
4	1	1	1	3	0	231	449	2835	46	-1	
5	1	1	1	3	1	231	453	43	25	92.335945	CR
5	1	1	1	3	2	293	461	5	16	89.536545	:
5	1	1	1	3	3	314	449	289	26	90.654884	798796645324
5	1	1	1	3	4	1604	450	227	45	57.990646	—
5	1	1	1	3	5	2774	456	26	17	73.992783	١١
5	1	1	1	3	6	2817	455	67	20	17.203033	NAAM
5	1	1	1	3	7	2903	459	5	14	83.546341	:
5	1	1	1	3	8	3019	452	47	27	95.796379	رقم
5	1	1	1	3	9	2920	453	75	26	92.494896	السجل‎
4	1	1	1	4	0	236	501	2833	32	-1	
5	1	1	1	4	1	236	501	58	26	96.830002	VAT
5	1	1	1	4	2	306	501	67	26	95.128990	NO:
5	1	1	1	4	3	392	501	304	25	73.782776	1234567456467
5	1	1	1	4	4	2700	504	91	20	42.334030	TYAY.
5	1	1	1	4	5	2826	518	5	5	53.372898	ا‎
5	1	1	1	4	6	2896	482	48	56	26.544014	see
5	1	1	1	4	7	2957	482	52	56	6.383774	pall
5	1	1	1	4	8	3024	503	45	27	96.015587	رقم‎
4	1	1	1	5	0	1181	614	938	75	-1	
5	1	1	1	5	1	1181	615	138	58	96.623672	TAX
5	1	1	1	5	2	1352	614	283	60	93.248611	INVOICE
5	1	1	1	5	3	1662	615	23	65	93.244240	/
5	1	1	1	5	4	1951	615	168	74	91.800415	فاتورة
5	1	1	1	5	5	1708	626	214	63	90.654175	ضريبية‎
4	1	1	1	6	0	212	770	2845	102	-1	
5	1	1	1	6	1	212	806	205	36	96.589409	Customer
5	1	1	1	6	2	433	806	121	36	96.450897	Name
5	1	1	1	6	3	992	842	10	6	25.889572	.
5	1	1	1	6	4	1021	774	78	98	0.000000	ee
5	1	1	1	6	5	1131	778	180	89	0.000000	TRADING
5	1	1	1	6	6	2015	808	66	52	96.660019	اسم
5	1	1	1	6	7	1890	807	110	42	90.537834	العميل
5	1	1	1	6	8	1366	778	38	90	50.291080	ب‎
5	1	1	1	6	9	3022	770	35	40	63.358597	r
4	1	1	1	7	0	990	846	2105	56	-1	
5	1	1	1	7	1	1354	854	54	27	60.819450	شرحة
5	1	1	1	7	2	1258	846	41	36	89.691612	إيه
5	1	1	1	7	3	1206	853	35	39	92.516663	بي
5	1	1	1	7	4	1142	842	40	64	96.474236	سي
5	1	1	1	7	5	990	852	72	28	74.637238	للتجارة‎
5	1	1	1	7	6	2220	855	148	38	96.845932	Invoice
