level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2200	3197	-1	
2	1	1	0	0	0	0	0	2200	43	-1	
3	1	1	1	0	0	0	0	2200	43	-1	
4	1	1	1	1	0	0	0	2200	43	-1	
5	1	1	1	1	1	0	0	2200	43	95.000000	 
2	1	2	0	0	0	50	236	359	52	-1	
3	1	2	1	0	0	50	236	359	52	-1	
4	1	2	1	1	0	50	236	359	17	-1	
5	1	2	1	1	1	50	238	20	12	29.482254	a)
5	1	2	1	1	2	83	236	153	17	2.766258	Varewriyer,
5	1	2	1	1	3	256	237	43	16	7.879028	Vere,
5	1	2	1	1	4	318	238	91	15	52.983353	16658
4	1	2	1	2	0	53	272	256	16	-1	
5	1	2	1	2	1	53	273	23	14	40.972282	om.
5	1	2	1	2	2	112	272	197	16	0.000000	waetor.s¢
2	1	3	0	0	0	1759	236	317	18	-1	
3	1	3	1	0	0	1759	236	317	18	-1	
4	1	3	1	1	0	1759	236	317	18	-1	
5	1	3	1	1	1	1759	239	52	14	48.613579	wea
5	1	3	1	1	2	1901	243	25	7	26.270950	.
5	1	3	1	1	3	1959	236	117	18	23.494598	ee
2	1	4	0	0	0	1869	274	197	12	-1	
3	1	4	1	0	0	1869	274	197	12	-1	
4	1	4	1	1	0	1869	274	197	12	-1	
5	1	4	1	1	1	1869	275	75	11	24.971550	a
2	1	5	0	0	0	57	188	2014	107	-1	
3	1	5	1	0	0	57	188	2014	107	-1	
4	1	5	1	1	0	57	188	2014	77	-1	
5	1	5	1	1	1	57	188	125	28	0.000000	Ethkfie
5	1	5	1	1	2	196	189	28	26	96.613556	Al
5	1	5	1	1	3	246	184	120	43	0.000000	Ghandi
5	1	5	1	1	4	386	184	176	43	58.408043	Contracting
5	1	5	1	1	5	583	184	58	43	85.753868	Est.
5	1	5	1	1	6	1108	196	37	69	82.139122	A
5	1	5	1	1	7	1454	195	54	22	32.367981	AB
5	1	5	1	1	8	1526	181	32	46	0.000000	Ra
5	1	5	1	1	9	1584	198	12	24	0.000000	J
5	1	5	1	1	10	1604	196	65	26	7.838814	makes)
5	1	5	1	1	11	1690	194	88	29	29.593483	pre
5	1	5	1	1	12	1760	181	20	46	38.048321	J)
5	1	5	1	1	13	1791	200	54	12	41.039284	ame
5	1	5	1	1	14	1860	181	21	46	0.000000	ce
5	1	5	1	1	15	1906	181	27	46	20.804451	At
5	1	5	1	1	16	1945	205	27	13	34.058723	gee
5	1	5	1	1	17	1983	194	88	27	34.424026	dee
4	1	5	1	2	0	1747	238	143	13	-1	
5	1	5	1	2	1	1747	242	2	3	81.386307	‘
5	1	5	1	2	2	1848	238	42	13	58.059471	«ab
4	1	5	1	3	0	1106	272	85	23	-1	
5	1	5	1	3	1	1106	272	85	23	0.000000	——.
2	1	6	0	0	0	51	307	1887	19	-1	
3	1	6	1	0	0	51	307	1887	19	-1	
4	1	6	1	1	0	51	307	1887	19	-1	
5	1	6	1	1	1	51	307	38	18	44.278305	WaT
5	1	6	1	1	2	107	295	45	36	77.673134	WO:
5	1	6	1	1	3	164	295	34	36	47.155449	1D)
5	1	6	1	1	4	214	307	144	18	0.000000	40D748440
5	1	6	1	1	5	1813	311	52	8	61.763641	ere
5	1	6	1	1	6	1929	311	9	6	57.962627	°
2	1	7	0	0	0	2	352	2132	10	-1	
3	1	7	1	0	0	2	352	2132	10	-1	
4	1	7	1	1	0	2	352	2132	10	-1	
5	1	7	1	1	1	2	352	2132	10	95.000000	 
2	1	8	0	0	0	737	385	659	53	-1	
3	1	8	1	0	0	737	385	659	53	-1	
4	1	8	1	1	0	737	385	659	53	-1	
5	1	8	1	1	1	737	387	89	39	94.826385	TAX
5	1	8	1	1	2	848	385	203	41	93.288353	INVOICE
5	1	8	1	1	3	1076	390	10	33	92.782600	/
5	1	8	1	1	4	1107	394	62	37	44.087658	aM
5	1	8	1	1	5	1181	397	76	41	46.994205	oe
5	1	8	1	1	6	1281	394	30	44	49.815983	5
5	1	8	1	1	7	1343	389	53	48	31.584480	94
2	1	9	0	0	0	2	461	2131	9	-1	
3	1	9	1	0	0	2	461	2131	9	-1	
4	1	9	1	1	0	2	461	2131	9	-1	
5	1	9	1	1	1	2	461	2131	9	95.000000	 
2	1	10	0	0	0	1445	530	689	13	-1	
3	1	10	1	0	0	1445	530	689	13	-1	
4	1	10	1	1	0	1445	530	689	13	-1	
5	1	10	1	1	1	1445	530	689	13	95.000000	 
2	1	11	0	0	0	2	602	2132	12	-1	
3	1	11	1	0	0	2	602	2132	12	-1	
4	1	11	1	1	0	2	602	2132	12	-1	
5	1	11	1	1	1	2	602	2132	12	95.000000	 
2	1	12	0	0	0	38	489	2073	248	-1	
3	1	12	1	0	0	38	489	2073	248	-1	
4	1	12	1	1	0	38	489	2039	44	-1	
5	1	12	1	1	1	38	522	14	11	0.000000	-
5	1	12	1	1	2	615	500	59	26	96.165825	ABC
5	1	12	1	1	3	690	500	134	26	65.540176	TRADING
5	1	12	1	1	4	837	500	43	26	93.867043	CO
5	1	12	1	1	5	1485	493	105	22	29.835114	lente
5	1	12	1	1	6	1602	492	38	23	74.739761	No
5	1	12	1	1	7	1724	489	120	26	15.989601	01-3202
5	1	12	1	1	8	1939	493	87	28	2.902031	iy
5	1	12	1	1	9	2042	503	35	18	27.602791	J;
4	1	12	1	2	0	39	524	1329	34	-1	
5	1	12	1	2	1	39	526	140	23	58.719482	Customer
5	1	12	1	2	2	194	524	88	24	55.234161	Nate
5	1	12	1	2	3	622	549	49	9	0.000000	smol
5	1	12	1	2	4	805	550	81	8	28.252022	wk
5	1	12	1	2	5	1233	522	80	38	0.000000	hewal!
5	1	12	1	2	6	1334	522	34	38	36.939926	ee!
4	1	12	1	3	0	594	557	1500	40	-1	
5	1	12	1	3	1	594	561	82	15	22.049622	tae
5	1	12	1	3	2	694	562	36	22	15.675018	Te
5	1	12	1	3	3	748	557	143	27	21.289490	pS
5	1	12	1	3	4	1469	565	104	22	40.295986	lvoe
5	1	12	1	3	5	1586	561	70	26	86.075500	Date
5	1	12	1	3	6	1671	556	8	45	6.016403	§
5	1	12	1	3	7	1696	561	176	32	16.755409	17400-2025
5	1	12	1	3	8	1888	556	16	45	58.525501	|
5	1	12	1	3	9	1927	566	89	27	20.038727	bet
5	1	12	1	3	10	2031	566	63	31	52.181416	at
4	1	12	1	4	0	77	633	1308	30	-1	
5	1	12	1	4	1	77	649	61	14	39.431572	i.e
5	1	12	1	4	2	220	654	19	5	66.079330	Ag
5	1	12	1	4	3	361	633	70	26	87.689438	0345
5	1	12	1	4	4	458	633	57	26	87.535225	13D
5	1	12	1	4	5	535	635	129	24	86.824806	AlManar
5	1	12	1	4	6	681	633	54	26	44.029430	Cie
5	1	12	1	4	7	760	634	138	25	82.769691	DAMMAN
5	1	12	1	4	8	914	633	87	26	0.000000	Sati
5	1	12	1	4	9	1017	633	112	26	47.453693	ARAB
5	1	12	1	4	10	1281	654	14	8	0.000000	-
5	1	12	1	4	11	1380	654	5	9	0.000000	:
4	1	12	1	5	0	78	650	1792	39	-1	
5	1	12	1	5	1	78	660	30	16	6.946602	WU
5	1	12	1	5	2	120	650	97	37	0.000000	starrer
5	1	12	1	5	3	234	665	9	10	0.000000	s
5	1	12	1	5	4	476	672	24	10	14.746155	_
5	1	12	1	5	5	633	677	4	6	24.366875	.
5	1	12	1	5	6	827	677	4	6	0.000000	.
5	1	12	1	5	7	921	677	4	6	5.059547	.
5	1	12	1	5	8	1110	677	3	6	25.740730	.
5	1	12	1	5	9	1213	666	72	23	38.538624	pane?
5	1	12	1	5	10	1308	654	76	28	47.762676	law
5	1	12	1	5	11	1593	678	2	3	55.526234	.
5	1	12	1	5	12	1696	672	26	13	39.699398	af
5	1	12	1	5	13	1805	672	28	12	16.319313	aA
5	1	12	1	5	14	1845	672	25	3	24.683914	ee
4	1	12	1	6	0	105	672	2006	48	-1	
5	1	12	1	6	1	105	696	110	24	20.038383	nadrese
5	1	12	1	6	2	367	678	24	18	43.312820	IP
5	1	12	1	6	3	440	677	69	21	28.383835	PLO
5	1	12	1	6	4	541	688	30	13	38.888165	Spa
5	1	12	1	6	5	580	668	68	45	0.000000	paed!
5	1	12	1	6	6	666	668	24	45	44.476387	yy
5	1	12	1	6	7	696	676	39	27	31.008011	ad
5	1	12	1	6	8	752	676	78	22	0.000000	Slap
5	1	12	1	6	9	863	688	61	10	9.826553	lll
