level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2480	1053	-1	
2	1	1	0	0	0	1666	0	369	15	-1	
3	1	1	1	0	0	1666	0	369	15	-1	
4	1	1	1	1	0	1666	0	369	15	-1	
5	1	1	1	1	1	1666	0	77	13	0.000000	ware
5	1	1	1	1	2	1952	0	83	15	0.000000	£2VU24U
2	1	2	0	0	0	114	20	2247	4	-1	
3	1	2	1	0	0	114	20	2247	4	-1	
4	1	2	1	1	0	114	20	2247	4	-1	
5	1	2	1	1	1	114	20	2247	4	95.000000	 
2	1	3	0	0	0	200	37	2142	209	-1	
3	1	3	1	0	0	200	37	2142	209	-1	
4	1	3	1	1	0	498	37	1053	42	-1	
5	1	3	1	1	1	498	37	85	30	96.171158	0345
5	1	3	1	1	2	607	37	67	29	96.745621	13D
5	1	3	1	1	3	696	37	34	29	88.527420	Al
5	1	3	1	1	4	747	37	110	29	88.527420	Manar
5	1	3	1	1	5	871	37	65	29	96.801865	Dist
5	1	3	1	1	6	959	37	174	29	96.019119	DAMMAM
5	1	3	1	1	7	1152	37	116	30	96.011978	SAUDI
5	1	3	1	1	8	1419	68	132	11	8.280685	ae
4	1	3	1	2	0	200	57	2142	65	-1	
5	1	3	1	2	1	200	57	167	65	94.352776	Customer
5	1	3	1	2	2	496	59	144	63	96.741997	ARABIA
5	1	3	1	2	3	1395	63	89	39	0.000000	Sbsll
5	1	3	1	2	4	1497	63	82	34	20.417679	oll
5	1	3	1	2	5	1606	59	22	63	68.820137	|
5	1	3	1	2	6	1686	82	67	29	47.201881	Due
5	1	3	1	2	7	1769	82	77	29	51.677856	Date
5	1	3	1	2	8	1889	82	214	29	17.404266	|20-Jan-2026)
5	1	3	1	2	9	2132	82	40	29	84.179108	bil
5	1	3	1	2	10	2325	82	17	29	92.039024	b
4	1	3	1	3	0	226	103	1307	36	-1	
5	1	3	1	3	1	226	111	16	21	63.577347	s
5	1	3	1	3	2	1451	103	82	36	0.000000	oall
4	1	3	1	4	0	224	126	876	49	-1	
5	1	3	1	4	1	224	146	141	29	57.693058	Address
5	1	3	1	4	2	504	126	24	30	0.000000	\r
5	1	3	1	4	3	584	126	76	29	43.820892	rz0D
5	1	3	1	4	4	796	126	4	29	62.189793	|
5	1	3	1	4	5	894	126	53	29	8.736717	scl
5	1	3	1	4	6	1015	127	10	28	87.078857	t
5	1	3	1	4	7	1071	126	29	29	35.556313	4
4	1	3	1	5	0	795	171	343	35	-1	
5	1	3	1	5	1	795	171	35	35	87.908104	,ol
5	1	3	1	5	2	843	171	179	30	96.400490	ZIP/Postal
5	1	3	1	5	3	1038	171	100	29	96.135925	Code:
4	1	3	1	6	0	729	217	106	29	-1	
5	1	3	1	6	1	729	217	106	29	96.428741	32273
2	1	4	0	0	0	114	252	2247	4	-1	
3	1	4	1	0	0	114	252	2247	4	-1	
4	1	4	1	1	0	114	252	2247	4	-1	
5	1	4	1	1	1	114	252	2247	4	95.000000	 
2	1	5	0	0	0	153	270	2163	249	-1	
3	1	5	1	0	0	153	270	2163	249	-1	
4	1	5	1	1	0	489	270	811	37	-1	
5	1	5	1	1	1	489	270	26	29	93.878113	1.
5	1	5	1	1	2	532	270	38	29	93.878113	10
5	1	5	1	1	3	584	270	81	37	96.234398	days
5	1	5	1	1	4	680	271	119	28	96.233498	returns
5	1	5	1	1	5	815	270	106	37	96.233498	policy.
5	1	5	1	1	6	936	270	29	29	96.848267	2.
5	1	5	1	1	7	980	270	74	29	96.759506	Risk
5	1	5	1	1	8	1068	278	121	29	96.589973	passes
5	1	5	1	1	9	1203	271	31	28	96.836288	to
5	1	5	1	1	10	1247	270	53	29	96.790878	the
4	1	5	1	2	0	496	313	715	37	-1	
5	1	5	1	2	1	496	313	97	37	96.616150	buyer
5	1	5	1	2	2	606	321	83	29	95.438339	upon
5	1	5	1	2	3	703	313	144	37	96.764091	delivery.
5	1	5	1	2	4	863	313	186	37	96.591820	Ownership
5	1	5	1	2	5	1062	313	33	29	96.639290	of
5	1	5	1	2	6	1106	313	105	37	96.913795	goods
4	1	5	1	3	0	153	352	2163	45	-1	
5	1	5	1	3	1	153	355	151	37	96.640167	Payment
5	1	5	1	3	2	315	355	108	29	96.338272	Terms
5	1	5	1	3	3	445	350	20	48	85.602493	|
5	1	5	1	3	4	496	355	136	30	85.602493	remains
5	1	5	1	3	5	645	355	68	29	96.297661	with
5	1	5	1	3	6	728	355	53	29	96.297661	the
5	1	5	1	3	7	1413	357	64	40	36.767174	pall
5	1	5	1	3	8	1497	357	30	34	58.068863	Lg
5	1	5	1	3	9	1537	348	31	53	31.227638	pd
5	1	5	1	3	10	1691	352	72	32	95.489067	Our
5	1	5	1	3	11	1778	352	63	32	96.266731	Ref
5	1	5	1	3	12	2153	358	109	36	17.472885	eal
4	1	5	1	4	0	539	396	1627	39	-1	
5	1	5	1	4	1	539	406	155	29	96.283783	company
5	1	5	1	4	2	708	398	65	29	96.140450	until
5	1	5	1	4	3	785	398	46	29	96.947174	full
5	1	5	1	4	4	845	399	146	36	95.529305	payment
5	1	5	1	4	5	1004	398	23	29	95.014053	is
5	1	5	1	4	6	1041	398	151	29	95.982277	received.
5	1	5	1	4	7	1207	398	28	30	96.852257	3.
5	1	5	1	4	8	1246	398	40	29	94.247879	All
5	1	5	1	4	9	2158	396	8	4	0.000000	:
4	1	5	1	5	0	547	441	731	37	-1	
5	1	5	1	5	1	547	441	176	37	96.771881	applicable
5	1	5	1	5	2	736	442	101	33	96.550858	taxes,
5	1	5	1	5	3	853	441	112	34	96.473343	duties,
5	1	5	1	5	4	980	441	62	29	96.737778	and
5	1	5	1	5	5	1059	441	97	30	96.941086	levies
5	1	5	1	5	6	1169	441	52	29	96.382278	will
5	1	5	1	5	7	1238	441	40	29	96.869713	be
4	1	5	1	6	0	596	483	1051	36	-1	
5	1	5	1	6	1	596	483	138	36	96.440765	charged
5	1	5	1	6	2	749	484	85	28	96.455292	extra
5	1	5	1	6	3	846	491	39	22	96.941093	as
5	1	5	1	6	4	898	491	56	28	95.419838	per
5	1	5	1	6	5	964	483	164	36	96.589890	prevailing
5	1	5	1	6	6	1143	483	84	30	96.743439	laws.
5	1	5	1	6	7	1644	501	3	18	50.586586	\
2	1	6	0	0	0	114	519	2247	4	-1	
3	1	6	1	0	0	114	519	2247	4	-1	
4	1	6	1	1	0	114	519	2247	4	-1	
5	1	6	1	1	1	114	519	2247	4	95.000000	 
2	1	7	0	0	0	222	523	2080	47	-1	
3	1	7	1	0	0	222	523	2080	47	-1	
4	1	7	1	1	0	222	523	2080	47	-1	
5	1	7	1	1	1	222	539	131	29	90.821175	VATNO
5	1	7	1	1	2	771	540	277	30	96.483986	3608500000856
5	1	7	1	1	3	1402	523	177	36	0.000000	sooo
5	1	7	1	1	4	1590	518	28	55	15.548294	||
5	1	7	1	1	5	1644	523	3	46	63.974464	|
5	1	7	1	1	6	1675	523	39	24	36.129227	FO
5	1	7	1	1	7	1728	523	125	24	91.814148	Number
5	1	7	1	1	8	2151	523	77	31	17.210846	eal
5	1	7	1	1	9	2247	512	56	55	22.797432	SIG
2	1	8	0	0	0	114	594	2247	4	-1	
3	1	8	1	0	0	114	594	2247	4	-1	
4	1	8	1	1	0	114	594	2247	4	-1	
5	1	8	1	1	1	114	594	2247	4	95.000000	 
2	1	9	0	0	0	233	575	2099	68	-1	
3	1	9	1	0	0	233	575	2099	68	-1	
4	1	9	1	1	0	1644	575	3	19	-1	
5	1	9	1	1	1	1644	575	3	19	61.342377	|
4	1	9	1	2	0	233	598	2099	45	-1	
5	1	9	1	2	1	233	614	110	29	90.974426	CRNO
5	1	9	1	2	2	1412	598	81	33	0.905190	golei
5	1	9	1	2	3	1505	598	65	28	26.672195	Jeu
5	1	9	1	2	4	1598	590	19	57	35.139412	|
5	1	9	1	2	5	1644	598	100	45	45.666443	[Sales
5	1	9	1	2	6	1758	598	103	23	94.603317	Person
5	1	9	1	2	7	1944	598	95	23	78.574257	admin
5	1	9	1	2	8	2120	598	112	28	39.276199	Sita
5	1	9	1	2	9	2245	601	87	26	0.000000	pate
2	1	10	0	0	0	114	670	2247	4	-1	
3	1	10	1	0	0	114	670	2247	4	-1	
4	1	10	1	1	0	114	670	2247	4	-1	
5	1	10	1	1	1	114	670	2247	4	95.000000	 
2	1	11	0	0	0	114	699	2247	4	-1	
3	1	11	1	0	0	114	699	2247	4	-1	
4	1	11	1	1	0	114	699	2247	4	-1	
5	1	11	1	1	1	114	699	2247	4	95.000000	 
2	1	12	0	0	0	1614	721	706	204	-1	
3	1	12	1	0	0	1614	721	706	204	-1	
4	1	12	1	1	0	1614	721	706	204	-1	
5	1	12	1	1	1	1614	721	165	204	95.000000	 
5	1	12	1	1	2	2109	721	211	87	95.000000	 
2	1	13	0	0	0	138	802	2172	97	-1	
3	1	13	1	0	0	138	802	2172	119	-1	
4	1	13	1	1	0	138	802	27	30	-1	
5	1	13	1	1	1	138	802	27	30	68.539566	73
4	1	13	1	2	0	206	863	2104	36	-1	
5	1	13	1	2	1	206	865	70	26	62.993008	Item
5	1	13	1	2	2	288	863	77	28	79.442993	Code|
5	1	13	1	2	3	611	864	68	28	42.064686	Item
5	1	13	1	2	4	693	863	23	29	92.986275	&
5	1	13	1	2	5	731	864	179	35	96.321259	Description
5	1	13	1	2	6	2091	864	80	28	95.469803	Total
5	1	13	1	2	7	2189	864	54	28	96.537872	inc.
5	1	13	1	2	8	2261	864	49	27	96.290886	VA
2	1	14	0	0	0	360	938	342	4	-1	
3	1	14	1	0	0	360	938	342	4	-1	
4	1	14	1	1	0	360	938	342	4	-1	
